ID,BoroCode,Borough,CD,CDName,TaxBlock,TaxLot,FacName,FacAddress,ZipCode,FacType,FT_Decode,FT_Report,FT_Map,GroupType,GroupType_Decode,NewGroupType,NewGroupType_Decode,NewSgroup,NewSgroup_Decode,NewFacType,NewFT_Decode,Sgroup,Sgroup_Decode,Capacity,CapType,CT_Decode,CT_Report,Acreage,PKtoG8,G9toG12,AgencyOper,NewAgencyOper_Decode,AgencyOper_Report,AgencyOver,NewAgencyOver_Decode,AgencyOver_Report,CT2010,Tract2010,CouncilDis,SchoolDist,PolicePrct,HealthArea,BBL,XCoord,YCoord,SvcArea,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1.03E+13,4,QN,401,QUEENS COMMUNITY DISTRICT 1,752,1,PS 151 MARY D CARTER,50-05 31 Ave,11377,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,486,1,Day Care or Head Start Center Capacity,Children,,486,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,163,163,22,30,114,520,4007520001,1009697,215460,L,40.75755204,-73.90852823,1,rooftop,50-005,31st Ave,Woodside,NY,Queens County,11377
1.03E+13,3,BK,304,BROOKLYN COMMUNITY DISTRICT 4,3406,1,PS 151 LYNDON B JOHNSON,763 Knickerbocker Ave,11207,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,379,1,Day Care or Head Start Center Capacity,Children,,379,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,437,437,37,32,83,3500,3034060001,1009695,191924,L,40.69330248,-73.90836223,1,rooftop,763,Knickerbocker Ave,Brooklyn,NY,Kings County,11237
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2793,28,PS 70 MAX SCHOENFELD,1691 Weeks Ave,10457,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1393,1,Day Care or Head Start Center Capacity,Children,,1393,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,229.02,22902,15,9,44,2310,2027930028,1009685,246868,L,40.84439469,-73.90776939,1,rooftop,1691,Weeks Ave,Bronx,NY,Bronx County,10457
1.03E+13,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8034,1,PS 276 LOUIS MARSHALL,1070 E 83 St,11236,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,775,1,Day Care or Head Start Center Capacity,Children,,775,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,996,996,46,18,69,7520,3080340001,1009663,170275,L,40.63380985,-73.90784783,1,rooftop,1070,E 83rd St,Brooklyn,NY,Kings County,11236
1.03E+13,2,BX,201,BRONX COMMUNITY DISTRICT 1,2642,1,PS 5 PORT MORRIS,564 Jackson Ave,10455,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,689,1,Day Care or Head Start Center Capacity,Children,,689,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,73,73,8,7,40,4100,2026420001,1009617,235808,L,40.81357237,-73.90881767,1,rooftop,564,Jackson Ave,Bronx,NY,Bronx County,10455
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,1552,43,PS/IS 155 NICHOLAS HERKIMER,1355 Herkimer St,11233,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,506,1,Day Care or Head Start Center Capacity,Children,,506,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,369,369,37,23,73,3700,3015520043,1009578,186170,L,40.67753174,-73.90865151,1,rooftop,1355,Herkimer St,Brooklyn,NY,Kings County,11233
1.03E+13,2,BX,201,BRONX COMMUNITY DISTRICT 1,2625,1,PS 157 GROVE HILL,757 Cauldwell Ave,10456,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,671,1,Day Care or Head Start Center Capacity,Children,,671,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,75,75,17,7,40,4000,2026250001,1009447,237861,L,40.8189908,-73.90884229,1,rooftop,757,Cauldwell Ave,Bronx,NY,Bronx County,10456
1.03E+13,4,QN,402,QUEENS COMMUNITY DISTRICT 2,1239,1,PS 11 KATHRYN PHELAN,54-25 Skillman Ave,11377,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1353,1,Day Care or Head Start Center Capacity,Children,,1353,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,251,251,26,30,108,920,4012390001,1009442,211121,L,40.74543134,-73.9088449,1,rooftop,54-025,Skillman Ave,Woodside,NY,Queens County,11377
1.03E+13,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8393,1,PS 312 BERGEN BEACH,7103 Ave T,11234,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,905,1,Day Care or Head Start Center Capacity,Children,,905,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,696.02,69602,46,22,63,8822,3083930001,1009366,166067,L,40.62133324,-73.90909045,1,range_interpolation,7103,Ave T,Brooklyn,NY,Kings County,11234
1.03E+13,2,BX,207,BRONX COMMUNITY DISTRICT 7,3224,9,PS 291,2195 Andrews Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,679,1,Day Care or Head Start Center Capacity,Children,,679,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,255,255,14,10,52,1510,2032240009,1009186,252327,L,40.85894878,-73.90987107,1,rooftop,2195,Andrews Ave N,Bronx,NY,Bronx County,10453
1.03E+13,2,BX,207,BRONX COMMUNITY DISTRICT 7,3224,9,PS 15 INST FOR ENVIRON LRNG,2195 Andrews Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,508,1,Day Care or Head Start Center Capacity,Children,,507,1,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,255,255,14,10,52,1510,2032240009,1009186,252327,L,40.85894878,-73.90987107,1,rooftop,2195,Andrews Ave N,Bronx,NY,Bronx County,10453
1.03E+13,2,BX,205,BRONX COMMUNITY DISTRICT 5,2851,21,PS 236 LANGSTON HUGHES,1871 Walton Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,407,1,Day Care or Head Start Center Capacity,Children,,407,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,233.01,23301,14,9,46,2310,2028510021,1009167,248569,L,40.84882552,-73.90969898,1,rooftop,1871,Walton Ave,Bronx,NY,Bronx County,10453
1.03E+13,3,BK,304,BROOKLYN COMMUNITY DISTRICT 4,3427,11,PS/IS 45 HORACE E GREENE,84 Schaefer St,11207,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,873,1,Day Care or Head Start Center Capacity,Children,,873,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,401,401,37,32,83,3500,3034270011,1009093,189378,L,40.68683859,-73.91045078,1,rooftop,84,Schaefer St,Brooklyn,NY,Kings County,11207
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,1528,1,PS 73 THOMAS S BOYLAND,251 Mcdougal St,11233,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,191,1,Day Care or Head Start Center Capacity,Children,,191,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,369,369,37,23,73,3700,3015280001,1009014,187279,L,40.68045638,-73.91037174,1,rooftop,251,Mac Dougal St,Brooklyn,NY,Kings County,11233
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3622,23,PS 165 IDA POSNER,76 Lott Ave,11212,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,481,1,Day Care or Head Start Center Capacity,Children,,481,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,896,896,42,23,73,5820,3036220023,1008960,178674,L,40.65730091,-73.9110011,1,rooftop,76,Lott Ave,Brooklyn,NY,Kings County,11212
1.03E+13,2,BX,205,BRONX COMMUNITY DISTRICT 5,2862,14,PS 306,40 W Tremont Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,760,1,Day Care or Head Start Center Capacity,Children,,760,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,217,217,14,10,46,2210,2028620014,1008877,249384,L,40.85155494,-73.91128111,1,rooftop,40,W Tremont Ave,Bronx,NY,Bronx County,10453
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3542,1,PS/IS 323,210 Chester St,11212,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,450,1,Day Care or Head Start Center Capacity,Children,,450,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,924,924,41,23,73,5900,3035420001,1008863,181999,L,40.66657511,-73.91110416,1,rooftop,210,Chester St,Brooklyn,NY,Kings County,11212
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3520,8,PS 327 DR ROSE B ENGLISH,111 Bristol St,11212,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,633,1,Day Care or Head Start Center Capacity,Children,,633,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,924,924,41,23,73,5900,3035200008,1008720,182727,L,40.66797995,-73.91208478,1,rooftop,111,Bristol St,Brooklyn,NY,Kings County,11212
1.03E+13,4,QN,405,QUEENS COMMUNITY DISTRICT 5,3437,1,PS 81 JEAN PAUL RICHTER,559 Cypress Ave,11385,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1029,1,Day Care or Head Start Center Capacity,Children,,1029,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,545,545,34,24,104,1600,4034370001,1008681,195753,L,40.692277,-73.893279,0.9,street_center,,Cypress Ave,Ridgewood,NY,Queens County,11385
1.03E+13,3,BK,318,BROOKLYN COMMUNITY DISTRICT 18,8464,1,PS 236 MILL BASIN,6302 Ave U,11234,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,578,1,Day Care or Head Start Center Capacity,Children,,578,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,698,698,46,22,63,8822,3084640001,1008680,163529,L,40.61593839,-73.91309545,1,range_interpolation,6302,Ave U,Brooklyn,NY,Kings County,11234
1.03E+13,1,MN,112,MANHATTAN COMMUNITY DISTRICT 12,2215,824,PS 18 PARK TERRACE,4124 9 Ave,10034,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,430,1,Day Care or Head Start Center Capacity,Children,,430,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,299,299,10,6,34,110,1022150824,1008662,256784,L,40.86723,-73.924415,0.33,place,,,New York,NY,New York County,10034
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2435,75,PS 53 BASHEER QUISIM,360 E 168 St,10456,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1291,1,Day Care or Head Start Center Capacity,Children,,1291,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,175,175,16,9,44,2500,2024350075,1008627,242646,L,40.83276422,-73.91150355,1,rooftop,360,E 168th St,Bronx,NY,Bronx County,10456
1.03E+13,1,MN,112,MANHATTAN COMMUNITY DISTRICT 12,2215,831,PAULA HEDBAVNY SCHOOL,421 W 219 St,10034,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,527,1,Day Care or Head Start Center Capacity,Children,,527,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,299,299,10,6,34,110,1022150831,1008489,256880,L,40.87149744,-73.91253031,1,rooftop,421,W 219th St,New York,NY,New York County,10034
1.03E+13,3,BK,304,BROOKLYN COMMUNITY DISTRICT 4,3377,1,PS 106 EDWARD EVERETT HALE,1328 Putnam Ave,11221,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,598,1,Day Care or Head Start Center Capacity,Children,,598,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,435,435,37,32,83,3400,3033770001,1008462,192012,L,40.69388494,-73.91290865,1,rooftop,1328,Putnam Ave,Brooklyn,NY,Kings County,11221
1.03E+13,2,BX,201,BRONX COMMUNITY DISTRICT 1,2571,1,PS 65 MOTHER HALE ACADEMY,677 E 141 St,10454,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,461,1,Day Care or Head Start Center Capacity,Children,,461,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,33,33,8,7,40,4400,2025710001,1008451,233687,L,40.8076045,-73.91285384,1,rooftop,677,E 141st St,Bronx,NY,Bronx County,10454
1.03E+13,2,BX,205,BRONX COMMUNITY DISTRICT 5,3216,2,PS 396,1930 Andrews Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,380,1,Day Care or Head Start Center Capacity,Children,,380,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,245.02,24502,14,10,46,1510,2032160002,1008315,250515,L,40.85456241,-73.91313939,1,rooftop,1930,Andrews Ave S,Bronx,NY,Bronx County,10453
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2847,41,PS 170,1598 Townsend Ave,10452,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,276,1,Day Care or Head Start Center Capacity,Children,,276,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,227.02,22702,14,9,44,2310,2028470041,1008251,246914,L,40.84444276,-73.91338311,1,rooftop,1598,Townsend Ave,Bronx,NY,Bronx County,10452
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3597,11,RIVERDALE AVENUE COMMUNITY SCHOOL,76 Riverdale Ave,11212,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,268,1,Day Care or Head Start Center Capacity,Children,,268,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,896,896,42,23,73,5820,3035970011,1008246,179605,L,40.66008117,-73.91360518,1,rooftop,76,Riverdale Ave,Brooklyn,NY,Kings County,11212
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,3597,11,GENERAL D CHAPPIE JAMES ELEM SCHOOL,76 Riverdale Ave,11212,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,96,1,Day Care or Head Start Center Capacity,Children,,96,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,896,896,42,23,73,5820,3035970011,1008246,179605,L,40.66008117,-73.91360518,1,rooftop,76,Riverdale Ave,Brooklyn,NY,Kings County,11212
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2830,17,PS 88 S SILVERSTEIN LITTLE SPARROW,1340 Sheridan Ave,10456,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,213,1,Day Care or Head Start Center Capacity,Children,,213,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,179.02,17902,16,9,44,2500,2028300017,1008180,244239,L,40.83707594,-73.91357986,1,rooftop,1340,Sheridan Ave,Bronx,NY,Bronx County,10456
1.03E+13,2,BX,201,BRONX COMMUNITY DISTRICT 1,2274,23,PS 277,519 St Anns Ave,10455,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,431,1,Day Care or Head Start Center Capacity,Children,,431,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,43,43,8,7,40,4400,2022740023,1008091,235627,L,40.815029,-73.908355,0.67,place,,,Bronx,NY,Bronx County,10455
1.03E+13,4,QN,401,QUEENS COMMUNITY DISTRICT 1,696,14,PS 70,30-45 42 St,11103,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1019,1,Day Care or Head Start Center Capacity,Children,,1019,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,149,149,22,30,114,510,4006960014,1008084,216819,L,40.76187952,-73.9141923,1,rooftop,30-045,42nd St,Astoria,NY,Queens County,11103
1.03E+13,3,BK,317,BROOKLYN COMMUNITY DISTRICT 17,4753,1,PS 233 LANGSTON HUGHES,9301 Ave B,11236,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,545,1,Day Care or Head Start Center Capacity,Children,,545,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,930,930,42,18,67,7510,3047530001,1008035,176698,L,40.650945,-73.914121,0.9,range_interpolation,9301,Ave B,Brooklyn,NY,Kings County,11236
1.03E+13,4,QN,405,QUEENS COMMUNITY DISTRICT 5,3428,15,LEARNERS AND LEADERS,378 Seneca Ave,11385,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,413,1,Day Care or Head Start Center Capacity,Children,,413,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,539,539,34,24,104,1600,4034280015,1007803,196797,L,40.70695501,-73.91495937,1,rooftop,378,Seneca Ave,Ridgewood,NY,Queens County,11385
1.03E+13,4,QN,401,QUEENS COMMUNITY DISTRICT 1,842,31,PS 85 JUDGE CHARLES VALLONE,23-70 31 St,11105,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,567,1,Day Care or Head Start Center Capacity,Children,,567,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,115,115,22,30,114,110,4008420031,1007782,220958,L,40.77300897,-73.91484292,1,rooftop,23-070,31st St,Astoria,NY,Queens County,11105
1.03E+13,3,BK,304,BROOKLYN COMMUNITY DISTRICT 4,3360,1,PS 377 ALEJANDINA B DE GAUTIER,200 Woodbine St,11221,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,530,1,Day Care or Head Start Center Capacity,Children,,530,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,415,415,37,32,83,3400,3033600001,1007777,191963,L,40.69388205,-73.91515528,1,rooftop,200,Woodbine St,Brooklyn,NY,Kings County,11221
1.03E+13,3,BK,316,BROOKLYN COMMUNITY DISTRICT 16,1440,56,PS 178 SAINT CLAIR MCKELWAY,2163 Dean St,11233,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,460,1,Day Care or Head Start Center Capacity,Children,,460,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,303,303,41,23,73,5200,3014400056,1007732,185347,L,40.67513172,-73.91535091,1,rooftop,2163,Dean St,Brooklyn,NY,Kings County,11233
1.03E+13,2,BX,205,BRONX COMMUNITY DISTRICT 5,2866,105,PS 204 MORRIS HEIGHTS,1780 Dr M L King Jr Blvd,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,579,1,Day Care or Head Start Center Capacity,Children,,579,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,215.02,21502,14,9,46,2210,2028660105,1007718,248940,L,40.852728,-73.912455,0.22,place,,,Bronx,NY,Bronx County,10453
1.03E+13,2,BX,208,BRONX COMMUNITY DISTRICT 8,5917,140,PS 24 SPUYTEN DUYVIL,660 W 236 St,10463,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,931,1,Day Care or Head Start Center Capacity,Children,,931,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,309,309,11,10,50,100,2059170140,1007714,262432,L,40.88704546,-73.91430255,1,rooftop,660,W 236th St,Bronx,NY,Bronx County,10463
1.03E+13,4,QN,401,QUEENS COMMUNITY DISTRICT 1,880,1,PS 122 MAMIE FAY,21-21 Ditmars Blvd,11105,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,1377,1,Day Care or Head Start Center Capacity,Children,,1377,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,103,103,22,30,114,120,4008800001,1007572,223648,L,40.78025363,-73.916121,1,rooftop,21-021,Ditmars Blvd,Astoria,NY,Queens County,11105
1.03E+13,2,BX,208,BRONX COMMUNITY DISTRICT 8,5716,725,PS 37 MULTIPLE INTELLIGENCE SCHOOL,360 W 230 St,10463,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,635,1,Day Care or Head Start Center Capacity,Children,,633,2,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,293.02,29302,11,10,50,200,2057160725,1007562,258813,L,40.87993758,-73.91051625,1,rooftop,360,W 230th St,Bronx,NY,Bronx County,10463
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2843,40,PS 64 PURA BELPRE,1425 Walton Ave,10452,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,467,1,Day Care or Head Start Center Capacity,Children,,467,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,223,223,16,9,44,2320,2028430040,1007526,245469,L,40.84029308,-73.91561013,1,rooftop,1425,Walton Ave,Bronx,NY,Bronx County,10452
1.03E+13,2,BX,205,BRONX COMMUNITY DISTRICT 5,3222,100,PS 226,1950 Sedgwick Ave,10453,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,528,1,Day Care or Head Start Center Capacity,Children,,528,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,249,249,14,10,46,1510,2032220100,1007462,251041,L,40.85597154,-73.91616118,1,rooftop,1950,Sedgwick Ave,Bronx,NY,Bronx County,10453
1.03E+13,2,BX,204,BRONX COMMUNITY DISTRICT 4,2859,77,MOUNT EDEN CHILDREN'S ACADEMY,1501 Jerome Ave,10452,1001,Elementary School - Public,Elementary School - Public,Elementary School - Public,1,SCHOOLS,1,Educational Facilities,1a,Public Elementary and Secondary Schools,1a01,Public Elementary School ,11,Public Elementary and Secondary Schools,199,1,Day Care or Head Start Center Capacity,Children,,199,0,1,NYC Department of Education ,NYC DOE,1,NYC Department of Education ,NYC DOE,209,209,14,9,44,2320,2028590077,1007420,246453,L,40.84260951,-73.91623991,1,rooftop,1501,Jerome Ave,Bronx,NY,Bronx County,10452
